node,mean_drift
Urinary tract calculi,1.9841504096984863
Urinary incontinence,1.9333577553431194
Severe hearing loss,1.103909680309395
Chronic cholecystitis/gallstones,1.0978761613368988
Dizziness,1.0668160701170564
Hemorrhoids,0.9264035581921538
Chronic gastritis/GERD,0.8568289127821723
Migraine/chronic headache,0.8427864521120986
Severe vision reduction,0.8351194576049844
Cancer,0.8223081429799398
Prostatic hyperplasia,0.7930579924335083
Hyperuricemia/gout,0.7812584837277731
Intestinal diverticulosis,0.7709252750501037
Sexual dysfunction,0.7631464001412193
Insomnia,0.7601721088091532
Rheumatoid arthritis/chronic polyarthritis,0.7280401326715946
Renal insufficiency,0.7275558958450953
Asthma/COPD,0.7058308670918146
Cerebral ischemia/chronic stroke,0.6991571035857002
Chronic ischemic heart disease,0.690884734193484
