age_from,age_to,mean_drift,median_drift,max_drift,num_nodes
2,3,0.8945648204940169,0.029308977536857128,4.4268951416015625,46
3,4,0.6660902853245321,0.5339796841144562,1.9813892841339111,46
4,5,0.981361039671237,0.6787010729312897,3.948497772216797,46
5,6,0.636347741941395,0.489168643951416,1.874513030052185,46
6,7,0.582772974167829,0.3879096955060959,1.6537785530090332,46
7,8,0.5258145895989045,0.40605562925338745,2.109595775604248,46
