age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.0181054301201828,0.0,0.0,1080
2,3,25,0.024521598186952064,0.0,0.0,1080
3,4,25,0.05607854909033871,0.0,0.0,1080
4,5,25,0.07008865865826569,0.02040816326530612,0.0,1080
5,6,25,0.11401129509417811,0.02040816326530612,0.0,1080
6,7,25,0.13523896274884567,0.02040816326530612,0.0,1080
7,8,25,0.1417181827833652,0.02040816326530612,0.0,1080
