age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.613977377654663,0.05089072319850778,3,0.5669139141173344,425,383,76,1316,76,False,
2,10-19,0.522962962962963,0.11488886500942991,3,0.582186262934926,120,76,15,195,15,False,
3,20-29,0.6063842411297021,0.017781724008079047,3,0.6976990167204153,312,267,53,834,53,False,
4,30-39,0.671531190926276,0.047339545692386346,3,0.7307601814623017,631,576,115,3379,115,False,
5,40-49,0.6428680651987041,0.02665595139471543,3,0.7619073363083513,1489,1424,284,13496,284,False,
6,50-59,0.6417546378156311,0.019682463529574475,3,0.7259020866174927,2456,2393,478,23455,478,False,
7,60-69,0.6669849668262366,0.006906591497153916,3,0.6960506541134482,3224,3152,630,29331,630,False,
8,70-79,0.6731197646759943,0.013559188347263697,3,0.6157968418248876,3663,3595,719,33787,719,False,0.49694464379324554
