node,mean_drift
M23,3.3056754725319997
M22,3.282075677599226
C73,3.258399005447115
M67,3.2299233164106096
M65,3.2157045091901506
M24,3.209486552647182
C82,3.166600097502981
K08,3.111406178346702
F20,3.063799108777727
E89,3.0564042840685164
M51,3.041816438947405
D40,2.996334827372006
C83,2.957003054874284
C85,2.9529014048831805
M93,2.944140573697431
C78,2.9225563587886945
C77,2.8777252307959964
H90,2.8578669003077914
M54,2.849884067262922
N45,2.831917500921658
