age_group,residual_error,num_anchors,scale
2,0.0,46,1.0
3,0.20698721706867218,46,60.74519348144531
4,0.22057759761810303,46,51.92756271362305
5,0.2294481098651886,46,46.2532844543457
6,0.23073749244213104,46,43.6441650390625
7,0.23306146264076233,46,37.896461486816406
8,0.23148861527442932,46,34.645965576171875
