age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
2,14,0.0,False
3,13,0.5359328985214233,True
4,14,0.5796799659729004,True
5,14,0.6106373071670532,True
6,14,0.6238794922828674,True
7,14,0.6546111702919006,True
8,14,0.6723785996437073,True
