age_from,age_to,mean_drift,median_drift,max_drift,num_nodes
2,3,0.9422495287802556,0.038298655301332474,3.8560359477996826,46
3,4,0.7146541485967843,0.6416202783584595,2.002622127532959,46
4,5,0.5829940654904299,0.5415077805519104,1.5618958473205566,46
5,6,0.5051580866717774,0.43664805591106415,1.4250253438949585,46
6,7,0.5520158646547276,0.4747362285852432,1.3103399276733398,46
7,8,0.4730179732989358,0.46230871975421906,1.1578264236450195,46
