age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,-0.4666666666666666,10,0,0,0,0,False,
3,20-29,,,0,0.32408906882591093,39,35,0,0,0,False,
4,30-39,0.6263020833333334,0.08158567811364865,3,0.2618101625719909,87,81,16,170,16,False,
5,40-49,0.6435546875,0.05429078577965985,3,0.4625735848674587,168,163,32,289,32,False,
6,50-59,0.6893013429907952,0.026137144132089653,3,0.5115893415905991,242,237,47,323,47,False,
7,60-69,0.7372134038800705,0.06441452108547863,3,0.3884975363570865,322,317,63,417,63,False,
8,70-79,0.7104078966468282,0.05850836078773787,3,0.26290323358801704,421,419,83,413,83,False,0.41747713746552473
