age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
2,3,25,0.41830528931923305,0.4087301587301587,0.21951219512195122,46
3,4,25,0.48388025020761505,0.5165441176470589,0.16279069767441862,46
4,5,25,0.6185264093235556,0.6666666666666666,0.25,46
5,6,25,0.7164377809302058,0.7549261083743842,0.3157894736842105,46
6,7,25,0.6443630248169824,0.6666666666666666,0.28205128205128205,46
7,8,25,0.5971108644323495,0.6129032258064516,0.3157894736842105,46
