age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.7188564368656702,1.6235876083374023,3.901700735092163,1080,42,0.0389,0.8972,0.8991
2,3,2.2565735531656927,2.0585083961486816,4.373248100280762,1080,89,0.0824,0.8991,0.8593
3,4,2.431381622670402,2.1822694540023804,5.335976600646973,1080,142,0.1315,0.8593,0.8148
4,5,2.296297571443497,2.0769559144973755,5.702503681182861,1080,188,0.1741,0.8148,0.7278
5,6,2.137535000639208,2.111597776412964,6.698820114135742,1080,271,0.2509,0.7278,0.6917
6,7,2.0824853923026616,2.015231490135193,7.069835662841797,1080,308,0.2852,0.6917,0.663
7,8,2.1691038370132447,2.0878429412841797,6.913634777069092,1080,350,0.3241,0.663,0.6444
