age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.01589583452353452,0.0,0.0,1080
2,3,25,0.0347680603497906,0.0,0.0,1080
3,4,25,0.06272387145636289,0.02040816326530612,0.0,1080
4,5,25,0.08239986918149987,0.02040816326530612,0.0,1080
5,6,25,0.11344619708255577,0.02040816326530612,0.0,1080
6,7,25,0.12387272064978247,0.02040816326530612,0.0,1080
7,8,25,0.12654684180526857,0.02040816326530612,0.0,1080
