node,mean_drift
C82,3.524840073926108
C83,3.283984822886331
C85,3.1735297611781528
K65,3.1500184450830733
D06,3.125946007668972
D48,3.110178825046335
D24,3.038096527968134
N87,3.034161459122385
K01,3.0238782465457916
N92,3.0042963198253085
E06,3.0000634363719394
K07,2.9783757595079288
M65,2.9781951904296875
M67,2.9623725584575107
D27,2.9574589048113142
M22,2.956199986594064
E74,2.942789213997977
M23,2.9394826207842146
E89,2.8969588492597853
C73,2.886164236281599
