age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
1,111,0.0,False
2,42,0.28278231620788574,False
3,36,0.32592713832855225,False
4,41,0.2882143557071686,False
5,56,0.29948338866233826,False
6,62,0.28222018480300903,False
7,65,0.2847447693347931,False
8,68,0.29280713200569153,False
