age_group,residual_error,num_anchors,scale
1,0.0,1080,1.0
2,0.04216661676764488,1080,539.8919067382812
3,0.048694971948862076,1080,441.83880615234375
4,0.0491965189576149,1080,480.20306396484375
5,0.04965923726558685,1080,507.1662292480469
6,0.04980243742465973,1080,470.46759033203125
7,0.050250690430402756,1080,474.497314453125
8,0.05201658606529236,1080,495.03045654296875
