node,mean_drift
M95-M99,2.380114640508379
H60-H62,2.3097634400640215
B15-B19,2.046408976827349
L00-L08,2.026233741215297
J30-J39,2.0222276960100447
L60-L75,2.004979941993952
N40-N51,1.9932267665863037
H80-H83,1.9780625445502145
N20-N23,1.9588239703859602
H30-H36,1.8137452458696706
B35-B49,1.8076524989945548
F60-F69,1.7951033115386963
B95-B98,1.7755139895847865
H25-H28,1.7594093158841133
F20-F29,1.7531967844281877
F50-F59,1.6758451972688948
B00-B09,1.659210741519928
I80-I89,1.6582571353231157
L80-L99,1.6034614071249962
M40-M54,1.5905264701162065
