node,mean_drift
Dizziness,1.4543023308118184
Urinary tract calculi,1.2677543386816978
Cerebral ischemia/chronic stroke,1.2590915138522785
Atherosclerosis/PAOD,1.2078902373711269
Urinary incontinence,1.1918502946694691
Joint arthrosis,1.0649506977448862
Intestinal diverticulosis,0.9640901399155458
Severe hearing loss,0.8990825548147162
Rheumatoid arthritis/chronic polyarthritis,0.8870238298550248
Anemia,0.8445628136396408
Chronic gastritis/GERD,0.8325328429539999
Hemorrhoids,0.8083314610024294
Thyroid diseases,0.7891219606002172
Renal insufficiency,0.7808313022057215
Diabetes mellitus,0.7740678737560908
Migraine/chronic headache,0.6805952340364456
Chronic low back pain,0.6450644514213005
Anxiety,0.6205593049526215
Severe vision reduction,0.6065385229885578
Somatoform disorders,0.6043921535213789
