age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6593825875823794,0.014376955793314414,3,0.6462625411422744,170,156,31,409,31,False,
2,10-19,0.4768244575936884,0.09247107037263151,3,0.658660187672141,152,133,26,347,26,False,
3,20-29,0.5961404970151325,0.005834208354699641,3,0.7001026431264725,263,248,49,747,49,False,
4,30-39,0.6762688614540467,0.012350382307503698,3,0.6014491497765212,420,406,81,1424,81,False,
5,40-49,0.7133764934008883,0.04458555323307593,3,0.5228690611341249,737,730,146,2045,146,False,
6,50-59,0.7027748386666285,0.03565089659904728,3,0.509409512661385,945,939,187,2643,187,False,
7,60-69,0.7015934853772691,0.008578538345894206,3,0.38386487066454617,1121,1114,222,2696,222,False,
8,70-79,0.7151234080782819,0.022260549425576592,3,0.4115530373483078,1446,1438,287,3014,287,False,0.42987046097439574
