node,mean_drift
H46-H48,2.4496138686580315
H30-H36,2.1261709103626862
G35-G37,2.118676129196371
L60-L75,1.9583695105143957
A50-A64,1.9081030658313207
K35-K38,1.778865098953247
M95-M99,1.7571656022753035
H49-H52,1.7378820862088884
H53-H54,1.7057724595069885
K65-K67,1.6655830485480174
L80-L99,1.6483336516789027
N20-N23,1.621068971497672
L55-L59,1.5627323442271777
B15-B19,1.5556441715785436
N60-N64,1.525847610618387
A65-A69,1.4793937307383334
H80-H83,1.4574091945375716
B00-B09,1.3908216186932154
M40-M54,1.3730533293315343
F60-F69,1.3703999519348145
