age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6299630655586334,0.055999046786200976,3,0.6678505885479359,425,383,76,1316,76,False,
2,10-19,0.5333333333333333,0.039252270517012626,3,0.5989999305507325,120,76,15,195,15,False,
3,20-29,0.6434080930342946,0.0509010189440015,3,0.7329909542703479,312,267,53,834,53,False,
4,30-39,0.6562822936357908,0.03616450709056627,3,0.7402723845059699,631,576,115,3379,115,False,
5,40-49,0.6850285988229848,0.019470206584069394,3,0.7791230850396621,1489,1424,284,13496,284,False,
6,50-59,0.6838786669234316,0.018484095719008366,3,0.7363982517254678,2456,2393,478,23455,478,False,
7,60-69,0.6988737717309146,0.002506767898356588,3,0.7277529471620191,3224,3152,630,29331,630,False,
8,70-79,0.7199024684647392,0.010163132802792504,3,0.6596505760819482,3663,3595,719,33787,719,False,0.5347966287592294
