node,mean_drift
N40-N51,2.2681679725646973
N20-N23,2.2164095640182495
M95-M99,2.1434885433741977
H60-H62,1.9934006588799613
H80-H83,1.8531672954559326
A65-A69,1.8085668150867735
N10-N16,1.805342708315168
L60-L75,1.7534996106156282
J30-J39,1.7521307894161768
H30-H36,1.7346771476524216
N30-N39,1.7239680290222168
H25-H28,1.689736861203398
L00-L08,1.6371426667485918
G50-G59,1.54336302621024
B00-B09,1.5384840369224548
B35-B49,1.536519161292485
F60-F69,1.5257138013839722
F20-F29,1.5234934091567993
K35-K38,1.4961725899151392
B15-B19,1.4590513876506261
