node,mean_drift
M95-M99,1.9997576815741402
N20-N23,1.9947103772844588
N40-N51,1.9520538278988429
H60-H62,1.9166568177086967
L60-L75,1.7591443892036165
L00-L08,1.7016100117138453
H30-H36,1.6652039885520935
H25-H28,1.5996949060686998
B15-B19,1.5920127459934779
H80-H83,1.590999892779759
J30-J39,1.5729717356818063
A65-A69,1.5638650309826647
B35-B49,1.5086954065731593
N10-N16,1.503698698111943
F60-F69,1.4974480015890939
L50-L54,1.459003550665719
B95-B98,1.4489488431385584
N30-N39,1.4481929881232125
L80-L99,1.441525292715856
B00-B09,1.4337092893464225
