age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.69040677495488,0.04061656319985664,3,0.3828301106630447,253,246,49,643,49,False,
2,10-19,0.4927983539094651,0.14067966089711348,3,0.5249743549277993,115,92,18,223,18,False,
3,20-29,0.6046810699588477,0.0794224356999945,3,0.5880129450209584,203,183,36,509,36,False,
4,30-39,0.6605170931693446,0.04081426656748169,3,0.5619512450046963,373,357,71,1291,71,False,
5,40-49,0.6694326873097202,0.007992269683684957,3,0.4973054974294545,680,674,134,2154,134,False,
6,50-59,0.706426123296375,0.02381288963247527,3,0.46920114291038917,974,969,193,2701,193,False,
7,60-69,0.723212333601944,0.027635980289110258,3,0.4226917907884249,1162,1155,231,2855,231,False,
8,70-79,0.7168731689453125,0.00599405684857468,3,0.46288091060995545,1290,1283,256,2674,256,False,0.4111175537109375
