age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
2,3,1.7376579688145564,1.38711678981781,2.7753236293792725,46,13,0.2826,0.6957,0.5435
3,4,0.986387414591653,0.675141453742981,2.370635986328125,46,21,0.4565,0.5435,0.3043
4,5,0.7581279692240059,0.5594466328620911,2.6950604915618896,46,32,0.6957,0.3043,0.1739
5,6,0.6390273696497867,0.5744047164916992,1.7773853540420532,46,38,0.8261,0.1739,0.1087
6,7,0.6354907914996147,0.585073322057724,1.4104899168014526,46,40,0.8696,0.1087,0.0652
7,8,0.5557610274747361,0.4908190071582794,1.2582889795303345,46,43,0.9348,0.0652,0.0652
