age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6622240733027905,0.019817371517484892,3,0.5259117807902471,253,246,49,643,49,False,
2,10-19,0.4958847736625514,0.021432784625514095,3,0.6227570425313659,115,92,18,223,18,False,
3,20-29,0.5864197530864197,0.05241236943747439,3,0.6236562224753337,203,183,36,509,36,False,
4,30-39,0.5782582820868875,0.09538065727238312,3,0.5750674866032676,373,357,71,1291,71,False,
5,40-49,0.6351266057770847,0.03946990090659741,3,0.5690390766416018,680,674,134,2154,134,False,
6,50-59,0.6876605188506177,0.017629117696476536,3,0.5324213794566713,974,969,193,2701,193,False,
7,60-69,0.7511415952974394,0.014756786998990398,3,0.5211422787676039,1162,1155,231,2855,231,False,
8,70-79,0.7563273111979166,0.0341081195451622,3,0.5076663051282853,1290,1283,256,2674,256,False,0.3834075927734375
