node,mean_drift
N40-N51,2.055025943687984
N20-N23,2.0171320268086026
M95-M99,1.8367034792900085
H60-H62,1.7275984031813485
H30-H36,1.6485522724688053
H25-H28,1.6200153082609177
L60-L75,1.5804416686296463
H80-H83,1.5246878947530473
K35-K38,1.5077750767980302
N30-N39,1.4978976164545332
A65-A69,1.4877640988145555
N10-N16,1.485321547303881
J30-J39,1.460911078112466
K65-K67,1.4461294753210885
L00-L08,1.4203211239406042
M40-M54,1.366471060684749
B00-B09,1.3498799971171789
M00-M25,1.344893446990422
M60-M79,1.343417125088828
M80-M94,1.3411558142730169
