age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.5325520833333334,0.061076206295918055,3,0.7111109063139612,278,240,48,785,48,False,
2,10-19,0.39909297052154197,0.11207106873983756,3,0.6325615210760063,156,105,21,382,21,False,
3,20-29,0.6198410418462127,0.006871923821893755,3,0.6502634558351749,347,297,59,1041,59,False,
4,30-39,0.6201336471606741,0.023712466104505017,3,0.6836486431960632,607,559,111,2680,111,False,
5,40-49,0.6446779411245186,0.010181511688324575,3,0.7261799628012967,1352,1287,257,11008,257,False,
6,50-59,0.6832829278983125,0.01905427102950431,3,0.7219333666285555,2009,1951,390,21563,390,False,
7,60-69,0.6655008655190339,0.01692985865426308,3,0.7028738311696957,2642,2570,514,29673,514,False,
8,70-79,0.705537447524211,0.014490296423572404,3,0.6382647923030433,4181,4105,821,37797,821,False,0.4841055662786091
