age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.015340047313758732,0.0,0.0,1080
2,3,25,0.03525797638960533,0.0,0.0,1080
3,4,25,0.06157641090182287,0.02040816326530612,0.0,1080
4,5,25,0.0832932995257636,0.02040816326530612,0.0,1080
5,6,25,0.11068546064241282,0.02040816326530612,0.0,1080
6,7,25,0.11761334889398468,0.02040816326530612,0.0,1080
7,8,25,0.12326237973364776,0.02040816326530612,0.0,1080
