node,mean_drift
Urinary tract calculi,2.12460994720459
Urinary incontinence,1.9552741547425587
Severe hearing loss,1.2653010624150436
Severe vision reduction,1.2627007874349754
Dizziness,1.2076561752085884
Chronic cholecystitis/gallstones,1.1555257737636566
Prostatic hyperplasia,1.1275052245085437
Sexual dysfunction,1.0988801829516888
Hemorrhoids,1.06903221954902
Asthma/COPD,1.0619438191254933
Insomnia,1.0476464529832203
Migraine/chronic headache,1.0272138956934214
Hyperuricemia/gout,0.8608967612187067
Chronic low back pain,0.8402737497041622
Intestinal diverticulosis,0.8393765259534121
Thyroid diseases,0.8390315951158603
Renal insufficiency,0.8380193809668223
Chronic ischemic heart disease,0.8253021140893301
Tobacco abuse,0.8230217943588892
Joint arthrosis,0.8186024278402328
