age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
1,72,0.0,False
2,57,0.1670333445072174,False
3,57,0.21513405442237854,False
4,60,0.1711476743221283,False
5,65,0.1725723296403885,False
6,68,0.18120945990085602,False
7,70,0.178166463971138,False
8,67,0.1834438145160675,False
