age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.1636630788184048,1.0596128702163696,2.7618813514709473,131,57,0.4351,0.4504,0.4809
2,3,1.7611362405361668,1.476202666759491,3.2277591228485107,131,62,0.4733,0.4809,0.374
3,4,1.3830338023602962,1.298819363117218,3.141857624053955,131,80,0.6107,0.374,0.2672
4,5,1.1021377381525541,1.0779008865356445,2.282140016555786,131,95,0.7252,0.2672,0.2137
5,6,1.0072441472865568,0.9485052824020386,2.006415605545044,131,101,0.771,0.2137,0.1679
6,7,0.8780052279113629,0.799051821231842,1.9870563745498657,131,109,0.8321,0.1679,0.1527
7,8,0.8100257041908446,0.7540051341056824,1.7720069885253906,131,105,0.8015,0.1527,0.1908
