node,mean_drift
Urinary tract calculi,1.5053532123565674
Dizziness,1.3593301822741826
Cerebral ischemia/chronic stroke,1.3486087322235107
Atherosclerosis/PAOD,1.2661402722199757
Urinary incontinence,1.2189450164635975
Joint arthrosis,1.1266106149802606
Severe hearing loss,1.0607852811614673
Rheumatoid arthritis/chronic polyarthritis,1.012448619119823
Chronic gastritis/GERD,0.9328266580899557
Intestinal diverticulosis,0.9118424775078893
Anemia,0.8844693650801977
Renal insufficiency,0.8406115720669428
Chronic low back pain,0.8174590039998293
Dementia,0.7442948091775179
Severe vision reduction,0.7433790123711029
Hemorrhoids,0.7330175920700034
Insomnia,0.7316121160984039
Diabetes mellitus,0.7275541586180528
Thyroid diseases,0.7074371799826622
Hypotension,0.6901856924717625
