node,mean_drift
N40-N51,2.3413563626153127
M95-M99,2.188965235437666
N20-N23,2.0377225961003984
H60-H62,2.0320222292627608
H80-H83,1.721863031387329
L60-L75,1.7127255302454745
N30-N39,1.6619504605020796
H30-H36,1.6603993023080486
L00-L08,1.6567417042596
M40-M54,1.636133917740413
H25-H28,1.6314787093017782
J30-J39,1.6111089076314653
B15-B19,1.5839461769376482
B00-B09,1.5601290464401245
A65-A69,1.5453559612589223
F20-F29,1.5138445581708635
F60-F69,1.482707875115531
B35-B49,1.4746512259755815
N10-N16,1.4719983339309692
M80-M94,1.3869945917810713
