age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6123837290018048,0.00925285725556106,3,0.476290513092978,253,246,49,643,49,False,
2,10-19,0.5236625514403292,0.06446275801572239,3,0.540913753649491,115,92,18,223,18,False,
3,20-29,0.647119341563786,0.016053998492106175,3,0.6001546402104715,203,183,36,509,36,False,
4,30-39,0.6679891555908218,0.030532457343127893,3,0.6041391012546472,373,357,71,1291,71,False,
5,40-49,0.6715860993539765,0.010201465222572667,3,0.5298355011199266,680,674,134,2154,134,False,
6,50-59,0.7037146411089336,0.02277336485245867,3,0.48388591480314413,974,969,193,2701,193,False,
7,60-69,0.7493362818038142,0.03027588640011495,3,0.47299389341893977,1162,1155,231,2855,231,False,
8,70-79,0.7341562906901041,0.010079438586389256,3,0.40879889847899525,1290,1283,256,2674,256,False,0.3934478759765625
