age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.5670590951061866,0.05762615090367701,3,0.5865279579809601,425,383,76,1316,76,False,
2,10-19,0.49037037037037035,0.07095662231009209,3,0.5975623307174108,120,76,15,195,15,False,
3,20-29,0.5973656105375578,0.009714696066403634,3,0.7079581400898804,312,267,53,834,53,False,
4,30-39,0.6504095778197857,0.05814393540810178,3,0.7254484256741072,631,576,115,3379,115,False,
5,40-49,0.6261199828076439,0.03731959440025554,3,0.7484364301914699,1489,1424,284,13496,284,False,
6,50-59,0.6310930597620257,0.006809367253698069,3,0.7161479078095436,2456,2393,478,23455,478,False,
7,60-69,0.6548236331569665,0.020236625173484044,3,0.6837400372567193,3224,3152,630,29331,630,False,
8,70-79,0.6498091732258332,0.004820122605907709,3,0.6243191587763718,3663,3595,719,33787,719,False,0.5122069169627883
