age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,,6,0,0,0,0,False,
3,20-29,,,0,-0.028011204481792715,35,30,0,0,0,False,
4,30-39,0.7380952380952381,0.01577146002635324,3,0.5162306048381997,78,71,14,136,14,False,
5,40-49,0.5949266745937376,0.08520034145093558,3,0.3138075027850108,152,147,29,254,29,False,
6,50-59,0.6371191135734072,0.08752286408348783,3,0.4784909622740569,200,192,38,385,38,False,
7,60-69,0.7849702380952381,0.05562095565140486,3,0.28195348017438454,285,282,56,422,56,False,
8,70-79,0.7635650773646994,0.039777045943207044,3,0.4787168658511943,346,346,69,503,69,False,0.470909472799832
