node,mean_drift
E74,3.578656332833426
E73,3.5006252016339983
D06,3.3693069645336697
N92,3.3414603982652937
C73,3.317020120365279
N87,3.304509806845869
E89,3.2504365806068694
D24,3.243918220911707
K65,3.239192241004535
N73,3.2369148390633717
M23,3.1893342222486223
M67,3.168361629758562
M65,3.1525279113224576
D48,3.145669357052871
M22,3.134387050356184
E06,3.1243890523910522
D27,3.1002441814967563
C43,3.0810039980070933
N60,3.0350591550980295
N83,2.9990674427577426
