age_group,residual_error,num_anchors,scale
1,0.0,1080,1.0
2,0.0488024465739727,1080,727.9464721679688
3,0.0554034449160099,1080,580.166259765625
4,0.056976038962602615,1080,620.4195556640625
5,0.05808337777853012,1080,700.703857421875
6,0.057634659111499786,1080,650.046142578125
7,0.05744430050253868,1080,647.876220703125
8,0.05803075060248375,1080,653.9967651367188
