node,mean_drift
Urinary tract calculi,2.152527163426081
Urinary incontinence,2.080015887816747
Dizziness,1.0591845540329814
Severe hearing loss,1.0325192498664062
Chronic cholecystitis/gallstones,0.9933507839838663
Hemorrhoids,0.9618102743600806
Insomnia,0.8606463273366293
Migraine/chronic headache,0.8588648177683353
Chronic gastritis/GERD,0.8247931071867546
Hyperuricemia/gout,0.8241557826598486
Prostatic hyperplasia,0.7927633489792546
Cancer,0.7921852370103201
Asthma/COPD,0.7760607898235321
Renal insufficiency,0.7754473934570948
Severe vision reduction,0.7687714683512846
Intestinal diverticulosis,0.7637029457837343
Sexual dysfunction,0.7473047158370415
Chronic ischemic heart disease,0.7448803186416625
Tobacco abuse,0.743131602803866
Rheumatoid arthritis/chronic polyarthritis,0.7046910903106133
