age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,,6,0,0,0,0,False,
3,20-29,,,0,-0.10308123249299721,35,30,0,0,0,False,
4,30-39,0.5748299319727891,0.13241300448858326,3,0.32925302545555707,78,71,14,136,14,False,
5,40-49,0.5905667855727308,0.026735508448735734,3,0.33686670903983756,152,147,29,254,29,False,
6,50-59,0.6463527239150508,0.06100824607573773,3,0.4195814895372385,200,192,38,385,38,False,
7,60-69,0.7756164965986395,0.034239721941694314,3,0.23723296718107686,285,282,56,422,56,False,
8,70-79,0.7592242526079955,0.034329514901627625,3,0.4173636374829526,346,346,69,503,69,False,0.42007981516488124
