node,mean_drift
H46-H48,2.1823681108653545
H30-H36,1.9553602790193898
G35-G37,1.7547573745250702
L60-L75,1.7373685581343514
A50-A64,1.733758359615292
H49-H52,1.7293692486626762
N20-N23,1.6885554960795812
H53-H54,1.6751952852521623
K35-K38,1.6303809881210327
M95-M99,1.4309558272361755
L80-L99,1.4254740221159798
K65-K67,1.4221360002245222
L00-L08,1.3844304765973772
A65-A69,1.3825630811708314
B15-B19,1.3570510574749537
N80-N98,1.3212352735655648
F60-F69,1.3184674978256226
F20-F29,1.3127318109784807
N60-N64,1.3081768325396947
A30-A49,1.2884180545806885
