node,mean_drift
Urinary tract calculi,2.0196454425652823
Dizziness,1.6417368998130162
Cerebral ischemia/chronic stroke,1.6328811546166737
Urinary incontinence,1.5663562715053558
Atherosclerosis/PAOD,1.5370835463205974
Joint arthrosis,1.4473139693339665
Rheumatoid arthritis/chronic polyarthritis,1.2690677434826891
Severe hearing loss,1.1544370887180169
Intestinal diverticulosis,1.0840668380260468
Chronic gastritis/GERD,1.078880752126376
Anemia,0.9963814616203308
Chronic low back pain,0.9667854948590199
Hemorrhoids,0.8775401283055544
Renal insufficiency,0.8584995518128077
Severe vision reduction,0.8038491721575457
Thyroid diseases,0.8027092044552168
Diabetes mellitus,0.747387225429217
Dementia,0.7464509295920531
Insomnia,0.7404194970925649
Osteoporosis,0.7116085623080531
