node,mean_drift
H30-H36,2.2143431082367897
H46-H48,2.099206176719495
L60-L75,1.9170143944876534
H49-H52,1.8976006848471505
G35-G37,1.820397362112999
A50-A64,1.7982254805309432
H53-H54,1.7840795516967773
K35-K38,1.688224128314427
M95-M99,1.6438981124332972
N20-N23,1.6046939917973109
L80-L99,1.5542222772325789
N60-N64,1.53194987986769
B15-B19,1.5261964116777693
K65-K67,1.447684713772365
L55-L59,1.4430114493838377
A65-A69,1.4140444222305502
M40-M54,1.4077439308166504
F60-F69,1.3757333074297224
N99-N99,1.3410229773393698
H80-H83,1.334653105054583
