age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.19945350720436356,0.16279069767441862,0.0,131
2,3,25,0.23886478608558678,0.21951219512195122,0.02040816326530612,131
3,4,25,0.29952719105741776,0.3157894736842105,0.0,131
4,5,25,0.37496683851838347,0.42857142857142855,0.0,131
5,6,25,0.4154391387004424,0.47058823529411764,0.0,131
6,7,25,0.4131281574028512,0.47058823529411764,0.0,131
7,8,25,0.38351637525830845,0.42857142857142855,0.0,131
