age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.015458514033958624,0.0,0.0,1080
2,3,25,0.03308750395308248,0.0,0.0,1080
3,4,25,0.05934070951353112,0.02040816326530612,0.0,1080
4,5,25,0.07933925204960862,0.02040816326530612,0.0,1080
5,6,25,0.09895219852756514,0.02040816326530612,0.0,1080
6,7,25,0.10798032911637834,0.02040816326530612,0.0,1080
7,8,25,0.10964964250877668,0.02040816326530612,0.0,1080
