age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
2,3,1.748971660931905,1.6298329830169678,2.4364123344421387,46,9,0.1957,0.8043,0.5652
3,4,1.1807370692491532,0.7084969282150269,5.869390964508057,46,20,0.4348,0.5652,0.3478
4,5,1.0267704486846925,0.8090671002864838,4.501350402832031,46,30,0.6522,0.3478,0.1304
5,6,0.8390554649755358,0.802817165851593,1.877782940864563,46,40,0.8696,0.1304,0.0435
6,7,0.8356298987948617,0.6482065916061401,2.3001785278320312,46,43,0.9348,0.0435,0.0435
7,8,0.7524012645537203,0.6586447060108185,2.0752904415130615,46,44,0.9565,0.0435,0.0435
