age_group,residual_error,num_anchors,scale
2,0.0,46,1.0
3,0.21018652617931366,46,56.270904541015625
4,0.239658921957016,46,43.891483306884766
5,0.2191213071346283,46,35.50592803955078
6,0.22592492401599884,46,31.97675323486328
7,0.22562570869922638,46,29.65760612487793
8,0.21130219101905823,46,30.245826721191406
