age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,,6,0,0,0,0,False,
3,20-29,,,0,0.22380952380952385,35,30,0,0,0,False,
4,30-39,0.6581632653061225,0.0291605921759902,3,0.41701336638045494,78,71,14,136,14,False,
5,40-49,0.6714229092350377,0.04501012942236516,3,0.40225466275739996,152,147,29,254,29,False,
6,50-59,0.7446906740535549,0.02968609314886924,3,0.3718457961449037,200,192,38,385,38,False,
7,60-69,0.7439413265306123,0.02889788404317355,3,0.1374195856034255,285,282,56,422,56,False,
8,70-79,0.7334593572778828,0.03416017837531278,3,0.27769203302931167,346,346,69,503,69,False,0.30497794580970383
