age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
2,9,0.0,False
3,9,0.5951479077339172,True
4,9,0.7175350189208984,True
5,9,0.7963960766792297,True
6,9,0.8329864740371704,True
7,9,0.857203483581543,True
8,9,0.851754903793335,True
