age_from,age_to,node,knn_stability
3,4,G60-G64,0.19047619047619047
3,4,D60-D64,0.42857142857142855
3,4,L10-L14,0.041666666666666664
3,4,H40-H42,0.08695652173913043
3,4,M30-M36,0.06382978723404255
3,4,A92-A99,0.06382978723404255
3,4,A00-A09,0.6666666666666666
3,4,N20-N23,0.28205128205128205
3,4,L20-L30,0.35135135135135137
3,4,H10-H13,0.16279069767441862
3,4,B35-B49,0.25
3,4,D00-D09,0.06382978723404255
3,4,A80-A89,0.06382978723404255
3,4,M00-M25,0.06382978723404255
3,4,I20-I25,0.25
3,4,B99-B99,0.16279069767441862
3,4,J85-J86,0.13636363636363635
3,4,D37-D48,0.5151515151515151
3,4,I00-I02,0.041666666666666664
3,4,L80-L99,0.47058823529411764
3,4,I10-I15,0.3157894736842105
3,4,G30-G32,0.041666666666666664
3,4,I05-I09,0.1111111111111111
3,4,H60-H62,0.08695652173913043
3,4,B00-B09,0.1111111111111111
3,4,F50-F59,0.47058823529411764
3,4,G50-G59,0.1111111111111111
3,4,H43-H45,0.13636363636363635
3,4,E20-E36,0.06382978723404255
3,4,I30-I52,0.3888888888888889
3,4,G10-G14,0.1111111111111111
3,4,F90-F98,0.06382978723404255
3,4,G20-G26,0.35135135135135137
3,4,H53-H54,0.42857142857142855
3,4,N80-N98,0.13636363636363635
3,4,G70-G73,0.13636363636363635
3,4,G40-G47,0.35135135135135137
3,4,J40-J47,0.5151515151515151
3,4,N60-N64,0.1111111111111111
3,4,G90-G99,0.25
3,4,A75-A79,0.1111111111111111
4,5,N99-N99,0.08695652173913043
4,5,B50-B64,0.21951219512195122
4,5,B95-B98,0.6666666666666666
4,5,A15-A19,0.25
4,5,K50-K52,0.7857142857142857
4,5,N10-N16,0.6666666666666666
4,5,M95-M99,0.47058823529411764
4,5,E70-E90,0.47058823529411764
4,5,I60-I69,0.35135135135135137
4,5,L00-L08,0.3888888888888889
4,5,E10-E14,0.6129032258064516
4,5,A65-A69,0.02040816326530612
4,5,G35-G37,0.42857142857142855
4,5,H55-H59,0.21951219512195122
4,5,B20-B24,0.42857142857142855
4,5,H65-H75,0.35135135135135137
4,5,A50-A64,0.13636363636363635
4,5,J00-J06,0.47058823529411764
4,5,K35-K38,0.47058823529411764
4,5,C00-C97,0.47058823529411764
4,5,E40-E46,0.1111111111111111
4,5,F10-F19,0.42857142857142855
4,5,J80-J84,0.041666666666666664
4,5,N30-N39,0.42857142857142855
4,5,N25-N29,0.6129032258064516
4,5,D50-D53,0.6129032258064516
4,5,G00-G09,0.1111111111111111
4,5,B85-B89,0.08695652173913043
4,5,D10-D36,0.47058823529411764
4,5,L50-L54,0.6666666666666666
4,5,D55-D59,0.041666666666666664
4,5,F60-F69,0.47058823529411764
4,5,D80-D89,0.06382978723404255
4,5,I70-I79,0.3888888888888889
4,5,K80-K87,0.5625
4,5,L40-L45,0.3888888888888889
4,5,G80-G83,0.3888888888888889
4,5,J20-J22,0.35135135135135137
4,5,K40-K46,0.5625
4,5,B65-B83,0.06382978723404255
4,5,F80-F89,0.13636363636363635
4,5,F40-F48,0.42857142857142855
4,5,I95-I99,0.5151515151515151
4,5,J90-J94,0.47058823529411764
4,5,F70-F79,0.5151515151515151
4,5,J30-J39,0.42857142857142855
4,5,N40-N51,0.3888888888888889
4,5,J95-J99,0.42857142857142855
4,5,M60-M79,0.13636363636363635
4,5,H46-H48,0.13636363636363635
4,5,H15-H22,0.5625
4,5,F30-F39,0.5625
4,5,H80-H83,0.3888888888888889
4,5,N70-N77,0.02040816326530612
4,5,K55-K64,0.7241379310344828
4,5,M40-M54,0.42857142857142855
4,5,I26-I28,0.5151515151515151
4,5,E65-E68,0.3888888888888889
4,5,B15-B19,0.5151515151515151
4,5,N00-N08,0.6666666666666666
4,5,J09-J18,0.6129032258064516
4,5,M80-M94,0.13636363636363635
4,5,F99-F99,0.13636363636363635
4,5,D65-D69,0.47058823529411764
4,5,A30-A49,0.6129032258064516
4,5,B25-B34,0.3888888888888889
4,5,K65-K67,0.6129032258064516
4,5,F00-F09,0.42857142857142855
4,5,L55-L59,0.13636363636363635
4,5,A70-A74,0.06382978723404255
4,5,K20-K31,0.5625
4,5,D70-D77,0.47058823529411764
4,5,H90-H95,0.3888888888888889
4,5,K90-K93,0.6666666666666666
4,5,B90-B94,0.5151515151515151
4,5,K00-K14,0.06382978723404255
4,5,F20-F29,0.47058823529411764
4,5,E50-E64,0.3888888888888889
4,5,A20-A28,0.08695652173913043
4,5,E15-E16,0.6129032258064516
4,5,H49-H52,0.5625
4,5,L60-L75,0.42857142857142855
4,5,N17-N19,0.6666666666666666
4,5,H30-H36,0.5151515151515151
4,5,E00-E07,0.3888888888888889
4,5,H00-H06,0.1111111111111111
4,5,I80-I89,0.47058823529411764
4,5,H25-H28,0.5151515151515151
4,5,J60-J70,0.47058823529411764
4,5,K70-K77,0.47058823529411764
4,5,G60-G64,0.3157894736842105
4,5,D60-D64,0.6129032258064516
4,5,L10-L14,0.06382978723404255
4,5,H40-H42,0.6129032258064516
4,5,M30-M36,0.041666666666666664
4,5,A92-A99,0.13636363636363635
4,5,A00-A09,0.5625
4,5,N20-N23,0.7241379310344828
4,5,L20-L30,0.28205128205128205
4,5,H10-H13,0.041666666666666664
4,5,B35-B49,0.5151515151515151
4,5,D00-D09,0.06382978723404255
4,5,A80-A89,0.041666666666666664
4,5,M00-M25,0.08695652173913043
