age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.2115575925155286,0.19047619047619047,0.0,131
2,3,25,0.16658935190611682,0.13636363636363635,0.0,131
3,4,25,0.2740825382107016,0.25,0.0,131
4,5,25,0.3734770413934453,0.42857142857142855,0.02040816326530612,131
5,6,25,0.39581339973678,0.42857142857142855,0.041666666666666664,131
6,7,25,0.42753081765081746,0.47058823529411764,0.02040816326530612,131
7,8,25,0.373336425464561,0.42857142857142855,0.02040816326530612,131
