age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
1,72,0.0,False
2,57,0.18782635033130646,False
3,57,0.21804942190647125,False
4,60,0.145143061876297,False
5,65,0.15612614154815674,False
6,68,0.15894481539726257,False
7,70,0.15581172704696655,False
8,67,0.15467469394207,False
