age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.1021219084137364,0.8126524686813354,4.264054775238037,131,57,0.4351,0.4504,0.4809
2,3,1.8241215204038927,1.2768272161483765,4.529569625854492,131,62,0.4733,0.4809,0.374
3,4,1.3438870184123517,1.0619478821754456,4.632440090179443,131,80,0.6107,0.374,0.2672
4,5,0.983382374989359,0.8929499983787537,2.127284049987793,131,95,0.7252,0.2672,0.2137
5,6,0.8994132451491781,0.7816967368125916,1.7930500507354736,131,101,0.771,0.2137,0.1679
6,7,0.8556349624734406,0.7044619917869568,2.179689884185791,131,109,0.8321,0.1679,0.1527
7,8,0.8236705575670514,0.7025137543678284,2.0391123294830322,131,105,0.8015,0.1527,0.1908
