age_from,age_to,k,k_eff,mean_stability,median_stability,min_stability,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to,low_n_warning
1,2,25,25,0.46957905457509785,0.47058823529411764,0.08695652173913043,131,57,0.4351,0.4504,0.4809,False
2,3,25,25,0.38688474025779124,0.3888888888888889,0.13636363636363635,131,62,0.4733,0.4809,0.374,False
3,4,25,25,0.4574915347514919,0.47058823529411764,0.1111111111111111,131,80,0.6107,0.374,0.2672,False
4,5,25,25,0.5015244170851247,0.5151515151515151,0.08695652173913043,131,95,0.7252,0.2672,0.2137,False
5,6,25,25,0.4932735400403422,0.47058823529411764,0.25,131,101,0.771,0.2137,0.1679,False
6,7,25,25,0.49623797575207784,0.5151515151515151,0.25,131,109,0.8321,0.1679,0.1527,False
7,8,25,25,0.4495731672098824,0.47058823529411764,0.25,131,105,0.8015,0.1527,0.1908,False
