age_group,residual_error,num_anchors,scale
1,0.0,131,1.0
2,0.12358317524194717,131,312.93206787109375
3,0.16028910875320435,131,254.3780975341797
4,0.13313277065753937,131,225.00843811035156
5,0.1200656145811081,131,214.52761840820312
6,0.11957390606403351,131,203.7832489013672
7,0.11795704811811447,131,204.98348999023438
8,0.11979946494102478,131,199.32872009277344
