node,mean_drift
N40-N51,2.2834789071764265
M95-M99,2.0973904814038957
N20-N23,1.9744614192417689
H60-H62,1.9615652305739266
L60-L75,1.861889841833285
L00-L08,1.7138938307762146
H80-H83,1.6847555211612157
M40-M54,1.6662455115999495
H30-H36,1.6531475872865744
H25-H28,1.6221208034881525
A65-A69,1.609500803053379
B15-B19,1.6016236713954382
B00-B09,1.5687646099499293
J30-J39,1.5441510762487138
F60-F69,1.5192991495132446
L80-L99,1.5127001543130194
L50-L54,1.501977835382734
N10-N16,1.4921966280255998
F20-F29,1.4861225485801697
B35-B49,1.4857976862362452
