age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.1829874055427418,1.0981861352920532,2.6577961444854736,131,57,0.4351,0.4504,0.4809
2,3,1.775893420942368,1.5675477385520935,3.4918689727783203,131,62,0.4733,0.4809,0.374
3,4,1.399109298735857,1.2053629755973816,2.963146448135376,131,80,0.6107,0.374,0.2672
4,5,1.1441406554297398,1.1245384216308594,2.0580878257751465,131,95,0.7252,0.2672,0.2137
5,6,1.0114929147876135,0.9639208912849426,1.8887938261032104,131,101,0.771,0.2137,0.1679
6,7,0.9707675958992145,0.8632532954216003,2.1667048931121826,131,109,0.8321,0.1679,0.1527
7,8,0.898970486720403,0.8394567966461182,1.9686979055404663,131,105,0.8015,0.1527,0.1908
