age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.7467915365938259,0.027744536601902483,3,0.541204560304346,170,156,31,409,31,False,
2,10-19,0.49211045364891515,0.09854286976869153,3,0.5885360069437325,152,133,26,347,26,False,
3,20-29,0.5957240038872692,0.06556677229230827,3,0.6361776121884094,263,248,49,747,49,False,
4,30-39,0.6843977036020932,0.06527529366246768,3,0.5521587828891157,420,406,81,1424,81,False,
5,40-49,0.7150810033151936,0.04023972127972092,3,0.49865819605337813,737,730,146,2045,146,False,
6,50-59,0.6910501682442544,0.04429185248351138,3,0.4452445240642123,945,939,187,2643,187,False,
7,60-69,0.6761085409734058,0.018595058858640417,3,0.3768623052085675,1121,1114,222,2696,222,False,
8,70-79,0.6726397876223661,0.03241724666570942,3,0.430284740138832,1446,1438,287,3014,287,False,0.41872549138632253
