node,mean_drift
H46-H48,2.624534696340561
G35-G37,2.2028915137052536
L60-L75,1.9854372228894914
H30-H36,1.9719753909323896
A50-A64,1.9112303821103913
K35-K38,1.7159853322165353
H53-H54,1.6661773494311742
H49-H52,1.642436248915536
M95-M99,1.6076332926750183
L00-L08,1.607173034123012
N20-N23,1.5965258138520377
L80-L99,1.5896284239632743
K65-K67,1.4623019014086043
L55-L59,1.4261443120028292
B15-B19,1.4242064952850342
B00-B09,1.4207917026111059
N60-N64,1.4138724101441247
A65-A69,1.3967812380620412
F20-F29,1.3757918902805872
N80-N98,1.3569951057434082
