age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.5315393518518517,0.05638390400087422,3,0.6606520536453101,278,240,48,785,48,False,
2,10-19,0.4867724867724868,0.11127809707190323,3,0.6159409524110572,156,105,21,382,21,False,
3,20-29,0.6772000383031695,0.03583163759609954,3,0.6585152269028817,347,297,59,1041,59,False,
4,30-39,0.6213781348916484,0.06406465815430679,3,0.6938707630192482,607,559,111,2680,111,False,
5,40-49,0.642856061408954,0.01605586448673181,3,0.7115755177756363,1352,1287,257,11008,257,False,
6,50-59,0.684983563445102,0.037266803866727476,3,0.6910087619922158,2009,1951,390,21563,390,False,
7,60-69,0.6191804569334888,0.015739202413354143,3,0.6811238393262588,2642,2570,514,29673,514,False,
8,70-79,0.6586646806351543,0.00901598015760953,3,0.6216831964267308,4181,4105,821,37797,821,False,0.48756232929450877
