age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6799944467582951,0.012300461715027976,3,0.5124216192343547,253,246,49,643,49,False,
2,10-19,0.49691358024691357,0.03065774573199862,3,0.6548725637181411,115,92,18,223,18,False,
3,20-29,0.5810185185185185,0.027222093912708623,3,0.6171363731562957,203,183,36,509,36,False,
4,30-39,0.6714276267936256,0.0659650926523701,3,0.5861435215866947,373,357,71,1291,71,False,
5,40-49,0.6758001039578229,0.05218523082446124,3,0.5716573272662533,680,674,134,2154,134,False,
6,50-59,0.7280374417210306,0.013615636127070677,3,0.536977709481218,974,969,193,2701,193,False,
7,60-69,0.7451946802596153,0.01376678368857756,3,0.5070859247630319,1162,1155,231,2855,231,False,
8,70-79,0.7876129150390625,0.013892527606939657,3,0.5076578418572117,1290,1283,256,2674,256,False,0.4108428955078125
