age_from,age_to,mean_drift,median_drift,max_drift,num_nodes
1,2,0.6015516304686942,0.07095715776085854,7.386568069458008,1080
2,3,0.5377695706776446,0.0723608024418354,5.706761837005615,1080
3,4,0.559611537831801,0.07291075587272644,6.542169094085693,1080
4,5,0.8278307407094097,0.07410600408911705,6.505867958068848,1080
5,6,0.866479770956492,0.0749562531709671,5.125044822692871,1080
6,7,0.8756662756584033,0.0752592496573925,7.139364719390869,1080
7,8,0.8204936205719908,0.07510336115956306,7.140685558319092,1080
