age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.018492072439886358,0.0,0.0,1080
2,3,25,0.025007684267352222,0.0,0.0,1080
3,4,25,0.05747784285051338,0.0,0.0,1080
4,5,25,0.06950769998118705,0.02040816326530612,0.0,1080
5,6,25,0.10798249231543396,0.02040816326530612,0.0,1080
6,7,25,0.1302498600165725,0.02040816326530612,0.0,1080
7,8,25,0.14638604467320657,0.02040816326530612,0.0,1080
