age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.018229047125965833,0.0,0.0,1080
2,3,25,0.026920285646183536,0.0,0.0,1080
3,4,25,0.055493334615348236,0.0,0.0,1080
4,5,25,0.06640160657072391,0.02040816326530612,0.0,1080
5,6,25,0.10953634532917739,0.02040816326530612,0.0,1080
6,7,25,0.12647496259070895,0.02040816326530612,0.0,1080
7,8,25,0.1278197743281643,0.02040816326530612,0.0,1080
